Id,Label,Source,Target,Weight,Season
,,ROBB,VARYS,2.0,1.0
,,ROBERT,ROS,2.0,1.0
,,ROBERT,TOMMEN,2.0,1.0
,,RODRIK,TYWIN,2.0,1.0
,,SANSA,STANNIS,2.0,1.0
,,STANNIS,TOMARD,2.0,1.0
,,THEON,WILL,2.0,1.0
,,TYRION,TYSHA,2.0,1.0
,,TYRION,VARYS,2.0,1.0
,,CERSEI,TYRION,177.0,2.0
,,DAENERYS,JORAH,119.0,2.0
,,ARYA,JAQEN,113.0,2.0
,,DAVOS,STANNIS,111.0,2.0
,,JON,YGRITTE,110.0,2.0
,,ROBB,TALISA,108.0,2.0
,,ARYA,TYWIN,103.0,2.0
,,TYRION,VARYS,103.0,2.0
,,SHAE,TYRION,95.0,2.0
,,BRONN,TYRION,87.0,2.0
,,THEON,YARA,87.0,2.0
,,CATELYN,ROBB,82.0,2.0
,,DAENERYS,XARO,80.0,2.0
,,JOFFREY,TYRION,79.0,2.0
,,ARYA,GENDRY,78.0,2.0
,,CERSEI,SANSA,73.0,2.0
,,JON,QHORIN,71.0,2.0
,,SANSA,SHAE,60.0,2.0
,,BALON,THEON,59.0,2.0
,,DAENERYS,SPICE_KING,58.0,2.0
,,DAVOS,MATTHOS,57.0,2.0
,,MELISANDRE,STANNIS,57.0,2.0
,,BRAN,OSHA,56.0,2.0
,,JOFFREY,SANSA,56.0,2.0
,,BRIENNE,CATELYN,54.0,2.0
,,CERSEI,JOFFREY,50.0,2.0
,,BRIENNE,JAIME,49.0,2.0
,,PYCELLE,TYRION,49.0,2.0
,,DAGMER,THEON,48.0,2.0
,,HOUND,JOFFREY,48.0,2.0
,,MAESTER_LUWIN,THEON,48.0,2.0
,,BRAN,THEON,47.0,2.0
,,ALTON,JAIME,46.0,2.0
,,ARYA,HOT_PIE,43.0,2.0
,,DAVOS,MELISANDRE,40.0,2.0
,,HOUND,SANSA,40.0,2.0
,,RENLY,STANNIS,40.0,2.0
,,JANOS,TYRION,39.0,2.0
,,JON,SAM,39.0,2.0
,,LORAS,TYRION,38.0,2.0
,,JEOR,JON,37.0,2.0
,,LANCEL,TYRION,37.0,2.0
,,PODRICK,TYRION,37.0,2.0
,,OSHA,THEON,36.0,2.0
,,MARGAERY,RENLY,35.0,2.0
,,EDDISON_TOLLETT,SAM,34.0,2.0
,,GRENN,SAM,34.0,2.0
,,ROBB,ROOSE_BOLTON,34.0,2.0
,,LITTLEFINGER,TYRION,33.0,2.0
,,BRAN,RICKON,32.0,2.0
,,BRIENNE,RENLY,31.0,2.0
,,DAENERYS,KOVARRO,31.0,2.0
,,JAIME,ROBB,31.0,2.0
,,CATELYN,RENLY,30.0,2.0
,,BRAN,MAESTER_LUWIN,29.0,2.0
,,CRASTER,JEOR,29.0,2.0
,,HOUND,TYRION,29.0,2.0
,,BRAN,HODOR,28.0,2.0
,,GENDRY,HOT_PIE,28.0,2.0
,,LITTLEFINGER,MARGAERY,28.0,2.0
,,LITTLEFINGER,TYWIN,28.0,2.0
,,QHORIN,YGRITTE,28.0,2.0
,,CERSEI,LITTLEFINGER,27.0,2.0
,,DAVOS,SALLADHOR,27.0,2.0
,,EDDISON_TOLLETT,GRENN,27.0,2.0
,,CATELYN,JAIME,25.0,2.0
,,CERSEI,TOMMEN,25.0,2.0
,,SANSA,TYRION,25.0,2.0
,,CATELYN,LITTLEFINGER,24.0,2.0
,,CERSEI,LANCEL,24.0,2.0
,,GILLY,SAM,24.0,2.0
,,LORAS,RENLY,24.0,2.0
,,DAENERYS,PYATT_PREE,23.0,2.0
,,LORAS,MARGAERY,23.0,2.0
,,RODRIK,THEON,23.0,2.0
,,ALTON,ROBB,22.0,2.0
,,HODOR,OSHA,22.0,2.0
,,ROS,VARYS,22.0,2.0
,,BLACK_LORREN,THEON,21.0,2.0
,,CERSEI,SHAE,21.0,2.0
,,MATTHOS,STANNIS,21.0,2.0
,,ROBB,THEON,21.0,2.0
,,ARYA,YOREN,20.0,2.0
,,DAENERYS,DOREAH,20.0,2.0
,,LITTLEFINGER,RENLY,20.0,2.0
,,SPICE_KING,XARO,20.0,2.0
,,STANNIS,TYRION,20.0,2.0
,,BRAN,RODRIK,18.0,2.0
,,JORAH,QUAITHE,18.0,2.0
,,CAPTAINS_DAUGHTER,THEON,17.0,2.0
,,CATELYN,RICKARD_KARSTARK,17.0,2.0
,,CERSEI,PYCELLE,17.0,2.0
,,CRASTER,JON,17.0,2.0
,,DAISY,ROS,17.0,2.0
,,AMORY,ARYA,16.0,2.0
,,ARYA,RORGE,16.0,2.0
,,CRESSEN,DAVOS,16.0,2.0
,,HODOR,RICKON,16.0,2.0
,,LORD_OF_BONES,YGRITTE,16.0,2.0
,,BALON,YARA,15.0,2.0
,,CERSEI,TYWIN,15.0,2.0
,,DAENERYS,IRRI,15.0,2.0
,,JORAH,KOVARRO,15.0,2.0
,,LITTLEFINGER,LORAS,15.0,2.0
,,OSHA,RICKON,15.0,2.0
,,AMORY,TYWIN,14.0,2.0
,,MAESTER_LUWIN,OSHA,14.0,2.0
,,MATTHOS,SALLADHOR,14.0,2.0
,,BRONN,HOUND,13.0,2.0
,,CATELYN,STANNIS,13.0,2.0
,,CERSEI,JAIME,13.0,2.0
,,DONTOS,JOFFREY,13.0,2.0
,,DOREAH,XARO,13.0,2.0
,,HAYLENE,TYRION,13.0,2.0
,,JEOR,QHORIN,13.0,2.0
,,JOFFREY,MERYN_TRANT,13.0,2.0
,,LITTLEFINGER,ROS,13.0,2.0
,,MERYN_TRANT,TYRION,13.0,2.0
,,MYRCELLA,TYRION,13.0,2.0
,,CERSEI,MYRCELLA,12.0,2.0
,,DAENERYS,RAKHARO,12.0,2.0
,,DAVOS,RENLY,12.0,2.0
,,JAIME,TYRION,12.0,2.0
,,JOFFREY,LANCEL,12.0,2.0
,,JOFFREY,ROBB,12.0,2.0
,,JON,LORD_OF_BONES,12.0,2.0
,,JORAH,XARO,12.0,2.0
,,MOUNTAIN,TYWIN,12.0,2.0
,,NED,ROBB,12.0,2.0
,,RICKARD_KARSTARK,ROBB,12.0,2.0
,,BRONN,VARYS,11.0,2.0
,,CATELYN,TALISA,11.0,2.0
,,CERSEI,JANOS,11.0,2.0
,,CERSEI,VARYS,11.0,2.0
,,SHAE,VARYS,11.0,2.0
,,TYRION,TYWIN,11.0,2.0
,,BRONN,HAYLENE,10.0,2.0
,,CRESSEN,MELISANDRE,10.0,2.0
,,DAENERYS,DROGO,10.0,2.0
,,GILLY,JON,10.0,2.0
,,HOT_PIE,LOMMY,10.0,2.0
,,JEOR,SAM,10.0,2.0
,,KOVARRO,XARO,10.0,2.0
,,MERYN_TRANT,SANSA,10.0,2.0
,,NED,TYRION,10.0,2.0
,,PODRICK,VARYS,10.0,2.0
,,QHORIN,LORD_OF_BONES,10.0,2.0
,,ALTON,CERSEI,9.0,2.0
,,BRONN,JOFFREY,9.0,2.0
,,CATELYN,LORAS,9.0,2.0
,,HODOR,MAESTER_LUWIN,9.0,2.0
,,HOUND,LANCEL,9.0,2.0
,,JAQEN,RORGE,9.0,2.0
,,JOFFREY,ROS,9.0,2.0
,,JOFFREY,STANNIS,9.0,2.0
,,JOFFREY,TYWIN,9.0,2.0
,,KEVAN,TYWIN,9.0,2.0
,,LITTLEFINGER,SANSA,9.0,2.0
,,LITTLEFINGER,VARYS,9.0,2.0
,,MANCE,QHORIN,9.0,2.0
,,PYATT_PREE,XARO,9.0,2.0
,,SANSA,TOMMEN,9.0,2.0
,,AMORY,YOREN,8.0,2.0
,,ARYA,BITER,8.0,2.0
,,ARYA,LITTLEFINGER,8.0,2.0
,,BALON,ROBB,8.0,2.0
,,BITER,RORGE,8.0,2.0
,,CATELYN,JACKS,8.0,2.0
,,CATELYN,NED,8.0,2.0
,,EDDISON_TOLLETT,JON,8.0,2.0
,,JAIME,TYWIN,8.0,2.0
,,JOFFREY,LORAS,8.0,2.0
,,JOFFREY,MYRCELLA,8.0,2.0
,,LITTLEFINGER,STANNIS,8.0,2.0
,,MANDON,TYRION,8.0,2.0
,,MELISANDRE,RENLY,8.0,2.0
,,PYCELLE,VARYS,8.0,2.0
,,REGINALD,TYWIN,8.0,2.0
,,RENLY,ROBB,8.0,2.0
,,ROBB,TYWIN,8.0,2.0
,,ARYA,CERSEI,7.0,2.0
,,ARYA,POLLIVER,7.0,2.0
,,ARYA,ROBB,7.0,2.0
,,BLACK_LORREN,DAGMER,7.0,2.0
,,BRAN,ROBB,7.0,2.0
,,BRIENNE,JACKS,7.0,2.0
,,BRIENNE,LORAS,7.0,2.0
,,DAISY,JOFFREY,7.0,2.0
,,DOREAH,JORAH,7.0,2.0
,,GENDRY,YOREN,7.0,2.0
,,JAIME,JOFFREY,7.0,2.0
,,JOFFREY,LITTLEFINGER,7.0,2.0
,,JOFFREY,VARYS,7.0,2.0
,,THEON,WINTERFELL_SHEPHERD,7.0,2.0
,,ARYA,LOMMY,6.0,2.0
,,ARYA,MOUNTAIN,6.0,2.0
,,ARYA,SANSA,6.0,2.0
,,BRAN,DAGMER,6.0,2.0
,,BRAN,FARLEN,6.0,2.0
,,BRONN,LANCEL,6.0,2.0
,,BRONN,PYCELLE,6.0,2.0
,,CATELYN,SANSA,6.0,2.0
,,CERSEI,HOUND,6.0,2.0
,,CERSEI,NED,6.0,2.0
,,CERSEI,ROBERT,6.0,2.0
,,CRASTER,GILLY,6.0,2.0
,,GENDRY,TICKLER,6.0,2.0
,,GRENN,JON,6.0,2.0
,,JOFFREY,TOMMEN,6.0,2.0
,,LOMMY,POLLIVER,6.0,2.0
,,MANCE,YGRITTE,6.0,2.0
,,MANDON,PODRICK,6.0,2.0
,,RICKON,THEON,6.0,2.0
,,ROBB,STANNIS,6.0,2.0
,,ROOSE_BOLTON,TALISA,6.0,2.0
,,ALTON,TORRHEN,5.0,2.0
,,ARYA,CATELYN,5.0,2.0
,,ARYA,JOFFREY,5.0,2.0
,,ARYA,TICKLER,5.0,2.0
,,BALON,NED,5.0,2.0
,,BITER,JAQEN,5.0,2.0
,,BRIENNE,MARGAERY,5.0,2.0
,,BRIENNE,ROBB,5.0,2.0
,,BRIENNE,STANNIS,5.0,2.0
,,BRONN,MERYN_TRANT,5.0,2.0
,,CATELYN,MARGAERY,5.0,2.0
,,CATELYN,TYRION,5.0,2.0
,,CERSEI,LORAS,5.0,2.0
,,CERSEI,STANNIS,5.0,2.0
,,CRASTER,SAM,5.0,2.0
,,CRESSEN,STANNIS,5.0,2.0
,,DAGMER,MAESTER_LUWIN,5.0,2.0
,,DROWNED_PRIEST,THEON,5.0,2.0
,,GERARD,RENLY,5.0,2.0
,,HODOR,THEON,5.0,2.0
,,HOUND,MERYN_TRANT,5.0,2.0
,,JAIME,NED,5.0,2.0
,,JOFFREY,PODRICK,5.0,2.0
,,JOFFREY,ROBERT,5.0,2.0
,,JON,MANCE,5.0,2.0
,,JORAH,PYATT_PREE,5.0,2.0
,,LORAS,STANNIS,5.0,2.0
,,MAESTER_LUWIN,RODRIK,5.0,2.0
,,MYRCELLA,SANSA,5.0,2.0
,,MYRCELLA,TOMMEN,5.0,2.0
,,NED,THEON,5.0,2.0
,,PYCELLE,TIMETT,5.0,2.0
,,QHORIN,SAM,5.0,2.0
,,ROBB,RODRIK,5.0,2.0
,,ROBB,SANSA,5.0,2.0
,,ROBERT,STANNIS,5.0,2.0
,,TYWIN,VARYS,5.0,2.0
,,AERYS,JAIME,4.0,2.0
,,ALTON,RICKARD_KARSTARK,4.0,2.0
,,ARYA,NED,4.0,2.0
,,BARRA,MHAEGEN,4.0,2.0
,,BRONN,SANSA,4.0,2.0
,,BRONN,TIMETT,4.0,2.0
,,CATELYN,COLEN,4.0,2.0
,,CATELYN,ROOSE_BOLTON,4.0,2.0
,,CERSEI,PODRICK,4.0,2.0
,,CERSEI,ROBB,4.0,2.0
,,DAENERYS,QUAITHE,4.0,2.0
,,DAENERYS,RHAEGO,4.0,2.0
,,DAENERYS,SILK_KING,4.0,2.0
,,DAGMER,RICKON,4.0,2.0
,,DONTOS,MERYN_TRANT,4.0,2.0
,,DOREAH,IRRI,4.0,2.0
,,DOREAH,KOVARRO,4.0,2.0
,,EDDISON_TOLLETT,GILLY,4.0,2.0
,,GENDRY,JAQEN,4.0,2.0
,,GENDRY,LOMMY,4.0,2.0
,,GENDRY,TYWIN,4.0,2.0
,,HAYLENE,HOUND,4.0,2.0
,,HAYLENE,JOFFREY,4.0,2.0
,,HOUND,PODRICK,4.0,2.0
,,ILYN_PAYNE,SANSA,4.0,2.0
,,ILYN_PAYNE,SHAE,4.0,2.0
,,JAIME,RICKARD_KARSTARK,4.0,2.0
,,JAIME,STANNIS,4.0,2.0
,,JANOS,JOFFREY,4.0,2.0
,,JANOS,LITTLEFINGER,4.0,2.0
,,JANOS,MHAEGEN,4.0,2.0
,,JANOS,ROS,4.0,2.0
,,JOFFREY,MANDON,4.0,2.0
,,JOFFREY,MARGAERY,4.0,2.0
,,JON,NED,4.0,2.0
,,LANCEL,SANSA,4.0,2.0
,,LITTLEFINGER,PYCELLE,4.0,2.0
,,MAESTER_LUWIN,RICKON,4.0,2.0
,,MATTHOS,MELISANDRE,4.0,2.0
,,NED,ROBERT,4.0,2.0
,,NED,STANNIS,4.0,2.0
,,RICKARD_KARSTARK,TORRHEN,4.0,2.0
,,ROBB,YARA,4.0,2.0
,,STANNIS,VARYS,4.0,2.0
,,ALTON,TYRION,3.0,2.0
,,AMORY,JAQEN,3.0,2.0
,,AMORY,POLLIVER,3.0,2.0
,,ARYA,HOUND,3.0,2.0
,,ARYA,VISENYA,3.0,2.0
,,BLACK_LORREN,RODRIK,3.0,2.0
,,BRAN,JOFFREY,3.0,2.0
,,BRAN,WINTERFELL_SHEPHERD,3.0,2.0
,,BRONN,JANOS,3.0,2.0
,,BRONN,PODRICK,3.0,2.0
,,BRONN,TYWIN,3.0,2.0
,,CATELYN,JOFFREY,3.0,2.0
,,CERSEI,ILYN_PAYNE,3.0,2.0
,,CERSEI,MANDON,3.0,2.0
,,CERSEI,MERYN_TRANT,3.0,2.0
,,CRASTER,EDDISON_TOLLETT,3.0,2.0
,,DAENERYS,MALAKKO,3.0,2.0
,,DAGMER,OSHA,3.0,2.0
,,DAGMER,RODRIK,3.0,2.0
,,DROGO,RHAEGO,3.0,2.0
,,FARLEN,THEON,3.0,2.0
,,GENDRY,MOUNTAIN,3.0,2.0
,,GENDRY,RORGE,3.0,2.0
,,HOT_PIE,JAQEN,3.0,2.0
,,HOT_PIE,MOUNTAIN,3.0,2.0
,,HOUND,SHAE,3.0,2.0
,,IRRI,KOVARRO,3.0,2.0
,,IRRI,XARO,3.0,2.0
,,JAIME,MATTHOS,3.0,2.0
,,JAIME,ROBERT,3.0,2.0
,,JAIME,TORRHEN,3.0,2.0
,,JANOS,PODRICK,3.0,2.0
,,JANOS,VARYS,3.0,2.0
,,JAQEN,TYWIN,3.0,2.0
,,JOFFREY,NED,3.0,2.0
,,JOFFREY,PYCELLE,3.0,2.0
,,JOFFREY,TALISA,3.0,2.0
,,JON_ARRYN,NED,3.0,2.0
,,JORAH,SPICE_KING,3.0,2.0
,,KOVARRO,MALAKKO,3.0,2.0
,,KOVARRO,PYATT_PREE,3.0,2.0
,,LANCEL,STANNIS,3.0,2.0
,,LITTLEFINGER,ROBB,3.0,2.0
,,LITTLEFINGER,ROBIN,3.0,2.0
,,LORAS,PYCELLE,3.0,2.0
,,LORAS,TYWIN,3.0,2.0
,,MAESTER_LUWIN,PORTAN,3.0,2.0
,,MAESTER_LUWIN,WINTERFELL_SHEPHERD,3.0,2.0
,,MALAKKO,XARO,3.0,2.0
,,MANCE,LORD_OF_BONES,3.0,2.0
,,MOUNTAIN,POLLIVER,3.0,2.0
,,MYRCELLA,ROBIN,3.0,2.0
,,NED,VARYS,3.0,2.0
,,NED,YARA,3.0,2.0
,,PODRICK,PYCELLE,3.0,2.0
,,PODRICK,SHAE,3.0,2.0
,,PYATT_PREE,SPICE_KING,3.0,2.0
,,PYCELLE,ROBERT,3.0,2.0
,,PYCELLE,TYWIN,3.0,2.0
,,QUENT,ROBB,3.0,2.0
,,RENLY,ROBERT,3.0,2.0
,,ROBB,SEPTON,3.0,2.0
,,ROBERT,TYRION,3.0,2.0
,,ROBIN,TYRION,3.0,2.0
,,RORGE,YOREN,3.0,2.0
,,SANSA,TYWIN,3.0,2.0
,,SHAE,TOMMEN,3.0,2.0
,,STANNIS,TYWIN,3.0,2.0
,,THEON,VARYS,3.0,2.0
,,TIMETT,TYRION,3.0,2.0
,,TOMMEN,TYRION,3.0,2.0
,,AEGON,ARYA,2.0,2.0
,,AERYS,PYCELLE,2.0,2.0
,,AERYS,ROBERT,2.0,2.0
,,AERYS,TYWIN,2.0,2.0
,,ALTON,TALISA,2.0,2.0
,,AMORY,HOT_PIE,2.0,2.0
,,ARYA,KEVAN,2.0,2.0
,,ARYA,REGINALD,2.0,2.0
,,ARYA,RHAENYS,2.0,2.0
,,ARYA,SYRIO_FOREL,2.0,2.0
,,ARYA,TYRION,2.0,2.0
,,BALON,CATELYN,2.0,2.0
,,BARRA,JANOS,2.0,2.0
,,BENJEN,CRASTER,2.0,2.0
,,BILLY,RICKON,2.0,2.0
,,BITER,YOREN,2.0,2.0
,,BLACK_LORREN,MAESTER_LUWIN,2.0,2.0
,,BLACK_LORREN,OSHA,2.0,2.0
,,BOROS,JOFFREY,2.0,2.0
,,BRAN,CATELYN,2.0,2.0
,,BRAN,SANSA,2.0,2.0
,,BRIENNE,COLEN,2.0,2.0
,,BRIENNE,DAVOS,2.0,2.0
,,BRIENNE,LITTLEFINGER,2.0,2.0
,,BRIENNE,MELISANDRE,2.0,2.0
,,BRIENNE,RICKARD_KARSTARK,2.0,2.0
,,BRONN,CERSEI,2.0,2.0
,,BRONN,SHAE,2.0,2.0
,,CATELYN,DAVOS,2.0,2.0
,,CATELYN,MELISANDRE,2.0,2.0
,,CATELYN,RICKON,2.0,2.0
,,CERSEI,DAVOS,2.0,2.0
,,CERSEI,HAYLENE,2.0,2.0
,,CERSEI,JOANNA,2.0,2.0
,,CERSEI,MATTHOS,2.0,2.0
,,CERSEI,SALLADHOR,2.0,2.0
,,COLEN,LORAS,2.0,2.0
,,COLEN,MARGAERY,2.0,2.0
,,COLEN,RENLY,2.0,2.0
,,CRASTER,MANCE,2.0,2.0
,,CRESSEN,MATTHOS,2.0,2.0
,,DAGMER,FARLEN,2.0,2.0
,,DAGMER,HODOR,2.0,2.0
,,DAGMER,YARA,2.0,2.0
,,DAVOS,FATHER_SEAWORTH,2.0,2.0
,,DAVOS,JOFFREY,2.0,2.0
,,DAVOS,LORAS,2.0,2.0
,,DAVOS,MARYA,2.0,2.0
,,DAVOS,ROBB,2.0,2.0
,,DAVOS,ROBERT,2.0,2.0
,,DONTOS,SANSA,2.0,2.0
,,EDDISON_TOLLETT,JEOR,2.0,2.0
,,FARLEN,RICKON,2.0,2.0
,,FREY_DAUGHTER,ROBB,2.0,2.0
,,GENDRY,NED,2.0,2.0
,,GILLY,GRENN,2.0,2.0
,,HARREN,TYWIN,2.0,2.0
,,HAYLENE,PODRICK,2.0,2.0
,,HIGH_SEPTON,MYRCELLA,2.0,2.0
,,HOT_PIE,POLLIVER,2.0,2.0
,,HOT_PIE,TICKLER,2.0,2.0
,,HOUND,NED,2.0,2.0
,,HOUND,STANNIS,2.0,2.0
,,HOUND,TOMMEN,2.0,2.0
,,ILYN_PAYNE,LANCEL,2.0,2.0
,,ILYN_PAYNE,TOMMEN,2.0,2.0
,,IRRI,JORAH,2.0,2.0
,,JACKS,JAIME,2.0,2.0
,,JAIME,JON,2.0,2.0
,,JAIME,LITTLEFINGER,2.0,2.0
,,JANOS,PYCELLE,2.0,2.0
,,JAQEN,YOREN,2.0,2.0
,,JEOR,TYRION,2.0,2.0
,,JOFFREY,MATTHOS,2.0,2.0
,,JOFFREY,RENLY,2.0,2.0
,,JOFFREY,SHAE,2.0,2.0
,,JON_ARRYN,PYCELLE,2.0,2.0
,,JON_ARRYN,ROBERT,2.0,2.0
,,JORAH,MALAKKO,2.0,2.0
,,KEVAN,STANNIS,2.0,2.0
,,KOVARRO,SPICE_KING,2.0,2.0
,,LANCEL,SHAE,2.0,2.0
,,LANCEL,TOMMEN,2.0,2.0
,,LITTLEFINGER,MYRCELLA,2.0,2.0
,,LORAS,MELISANDRE,2.0,2.0
,,LORAS,ROBB,2.0,2.0
,,LORAS,TOMMEN,2.0,2.0
,,LYSA,TYRION,2.0,2.0
,,MARGAERY,STANNIS,2.0,2.0
,,MARGAERY,TYWIN,2.0,2.0
,,MATTHOS,ROBERT,2.0,2.0
,,MELESSA,SAM,2.0,2.0
,,MERYN_TRANT,TOMMEN,2.0,2.0
,,MHAEGEN,ROS,2.0,2.0
,,MYRCELLA,ROBERT,2.0,2.0
,,MYRCELLA,TRYSTANE,2.0,2.0
,,NED,RODRIK,2.0,2.0
,,NED,SANSA,2.0,2.0
,,NED,TYWIN,2.0,2.0
,,OSHA,ROBB,2.0,2.0
,,POLLIVER,TYWIN,2.0,2.0
,,PROTESTER,TYRION,2.0,2.0
,,QUAITHE,XARO,2.0,2.0
,,RAMSAY,ROOSE_BOLTON,2.0,2.0
,,RANDYLL,SAM,2.0,2.0
,,RENNICK,ROBB,2.0,2.0
,,RHAENYS,VISENYA,2.0,2.0
,,RICKARD_KARSTARK,ROOSE_BOLTON,2.0,2.0
,,RICKARD_KARSTARK,TALISA,2.0,2.0
,,RICKON,RODRIK,2.0,2.0
,,ROBERT,THEON,2.0,2.0
,,ROBERT,TOMMEN,2.0,2.0
,,SEPTON,TALISA,2.0,2.0
,,SHAE,TYWIN,2.0,2.0
,,SILK_KING,SPICE_KING,2.0,2.0
,,TALISA,TORRHEN,2.0,2.0
,,THEON,TORRHEN,2.0,2.0
,,THEON,TYRION,2.0,2.0
,,TRYSTANE,TYRION,2.0,2.0
,,JON,YGRITTE,159.0,3.0
,,BRIENNE,JAIME,127.0,3.0
,,TYRION,TYWIN,115.0,3.0
,,RAMSAY,THEON,114.0,3.0
,,CERSEI,TYRION,95.0,3.0
,,GILLY,SAM,95.0,3.0
,,ROBB,TALISA,89.0,3.0
,,SANSA,TYRION,85.0,3.0
,,ARYA,HOUND,79.0,3.0
,,DAVOS,STANNIS,77.0,3.0
,,SHAE,TYRION,75.0,3.0
,,BRONN,TYRION,71.0,3.0
,,DAENERYS,JORAH,69.0,3.0
,,BRAN,OSHA,68.0,3.0
,,DAENERYS,MISSANDEI,67.0,3.0
,,BRAN,JOJEN,65.0,3.0
,,JOFFREY,MARGAERY,64.0,3.0
,,ARYA,THOROS,63.0,3.0
,,MARGAERY,SANSA,63.0,3.0
,,JAIME,LOCKE,59.0,3.0
,,BARRISTAN,JORAH,57.0,3.0
,,CERSEI,TYWIN,57.0,3.0
,,CERSEI,JOFFREY,54.0,3.0
,,CATELYN,ROBB,52.0,3.0
,,KRAZNYS_MO_NAKLOZ,MISSANDEI,52.0,3.0
,,JAIME,QYBURN,51.0,3.0
,,DAVOS,GENDRY,50.0,3.0
,,JOFFREY,TYWIN,49.0,3.0
,,MELISANDRE,STANNIS,49.0,3.0
,,EDMURE,ROBB,46.0,3.0
,,GENDRY,MELISANDRE,46.0,3.0
,,ARYA,GENDRY,45.0,3.0
,,SANSA,SHAE,45.0,3.0
,,BRAN,HODOR,39.0,3.0
,,DAVOS,SHIREEN,38.0,3.0
,,OLENNA,VARYS,38.0,3.0
,,RICKARD_KARSTARK,ROBB,38.0,3.0
,,BARRISTAN,DAENERYS,37.0,3.0
,,JON,ORELL,37.0,3.0
,,DAARIO,DAENERYS,36.0,3.0
,,JON,MANCE,36.0,3.0
,,LITTLEFINGER,SANSA,36.0,3.0
,,PODRICK,TYRION,36.0,3.0
,,OLENNA,TYWIN,35.0,3.0
,,JON,TORMUND,34.0,3.0
,,MEERA,OSHA,34.0,3.0
,,ARYA,BERIC,33.0,3.0
,,CATELYN,TALISA,33.0,3.0
,,CERSEI,MARGAERY,33.0,3.0
,,DAVOS,MELISANDRE,33.0,3.0
,,ORELL,YGRITTE,32.0,3.0
,,LORAS,SANSA,31.0,3.0
,,OLENNA,TYRION,31.0,3.0
,,OLENNA,SANSA,30.0,3.0
,,ORELL,TORMUND,30.0,3.0
,,BRAN,MEERA,29.0,3.0
,,JAIME,ROOSE_BOLTON,29.0,3.0
,,TORMUND,YGRITTE,29.0,3.0
,,BERIC,THOROS,28.0,3.0
,,DAVOS,SALLADHOR,28.0,3.0
,,JOJEN,OSHA,28.0,3.0
,,LITTLEFINGER,TYRION,28.0,3.0
,,ROBB,WALDER,28.0,3.0
,,BRYNDEN,CATELYN,27.0,3.0
,,JOFFREY,TYRION,27.0,3.0
,,ANGUY,ARYA,26.0,3.0
,,BRAN,RICKON,26.0,3.0
,,BERIC,HOUND,25.0,3.0
,,ROS,VARYS,25.0,3.0
,,CERSEI,OLENNA,24.0,3.0
,,JOJEN,MEERA,24.0,3.0
,,TYRION,VARYS,24.0,3.0
,,DAENERYS,KRAZNYS_MO_NAKLOZ,23.0,3.0
,,HODOR,JOJEN,23.0,3.0
,,ROOSE_BOLTON,WALDER,23.0,3.0
,,JOFFREY,SANSA,22.0,3.0
,,MYRANDA,VIOLET,22.0,3.0
,,SHAE,VARYS,22.0,3.0
,,LORAS,MARGAERY,21.0,3.0
,,MARGAERY,OLENNA,21.0,3.0
,,SELYSE,STANNIS,21.0,3.0
,,ANGUY,HOUND,20.0,3.0
,,ANGUY,THOROS,20.0,3.0
,,BRONN,PODRICK,20.0,3.0
,,GENDRY,THOROS,20.0,3.0
,,CATELYN,WALDER,19.0,3.0
,,DAENERYS,RADZAI_MO_ERAZ,19.0,3.0
,,JEOR,RAST,19.0,3.0
,,THEON,TORTURER,19.0,3.0
,,BRYNDEN,EDMURE,18.0,3.0
,,BRAN,SAM,17.0,3.0
,,BRYNDEN,ROBB,17.0,3.0
,,CRASTER,JEOR,17.0,3.0
,,DAARIO,JORAH,17.0,3.0
,,DAARIO,MERO,17.0,3.0
,,GRENN,RAST,17.0,3.0
,,HOUND,THOROS,17.0,3.0
,,ROBB,ROOSE_BOLTON,17.0,3.0
,,CERSEI,LITTLEFINGER,16.0,3.0
,,DAENERYS,MERO,16.0,3.0
,,LITTLEFINGER,VARYS,16.0,3.0
,,OSHA,RICKON,16.0,3.0
,,SHIREEN,STANNIS,16.0,3.0
,,ARYA,HOT_PIE,15.0,3.0
,,BRIENNE,LOCKE,15.0,3.0
,,CATELYN,EDMURE,15.0,3.0
,,CERSEI,LORAS,15.0,3.0
,,BRAN,CATELYN,14.0,3.0
,,HODOR,MEERA,14.0,3.0
,,HODOR,OSHA,14.0,3.0
,,JAIME,STEELSHANKS_WALTON,14.0,3.0
,,MANCE,TORMUND,14.0,3.0
,,MELISANDRE,THOROS,14.0,3.0
,,CATELYN,ROOSE_BOLTON,13.0,3.0
,,CRASTER,KARL_TANNER,13.0,3.0
,,JORAH,MISSANDEI,13.0,3.0
,,MEERA,RICKON,13.0,3.0
,,MERO,PRENDAHL,13.0,3.0
,,RAST,SAM,13.0,3.0
,,BALON,THEON,12.0,3.0
,,DAENERYS,GREY_WORM,12.0,3.0
,,EDDISON_TOLLETT,GRENN,12.0,3.0
,,EDMURE,ROSLIN,12.0,3.0
,,GREY_WORM,JORAH,12.0,3.0
,,JOJEN,SAM,12.0,3.0
,,MARTYN,TALISA,12.0,3.0
,,MYRANDA,THEON,12.0,3.0
,,ROS,SHAE,12.0,3.0
,,THEON,VIOLET,12.0,3.0
,,ANGUY,BERIC,11.0,3.0
,,ANGUY,GENDRY,11.0,3.0
,,BALON,YARA,11.0,3.0
,,EDDISON_TOLLETT,RAST,11.0,3.0
,,JAIME,TYWIN,11.0,3.0
